gene	ensembl_gene_id	gencode_id	whole_blood_median_tpm
RIPK3	ENSG00000129465	ENSG00000129465.15	26.8397
RAB2B	ENSG00000129472	ENSG00000129472.13	7.3656
PARP2	ENSG00000129484	ENSG00000129484.13	1.97794
HEATR5A	ENSG00000129493	ENSG00000129493.14	1.44294
SNX6	ENSG00000129515	ENSG00000129515.18	21.2739
EAPP	ENSG00000129518	ENSG00000129518.8	21.0651
EGLN3	ENSG00000129521	ENSG00000129521.13	0.330042
MIS18BP1	ENSG00000129534	ENSG00000129534.13	3.64051
RNASE1	ENSG00000129538	ENSG00000129538.13	17.0517
NEDD8	ENSG00000129559	ENSG00000129559.12	31.25
DAD1	ENSG00000129562	ENSG00000129562.10	137.916
TEP1	ENSG00000129566	ENSG00000129566.12	7.32176
EPB41L4A	ENSG00000129595	ENSG00000129595.12	0.129414
CDO1	ENSG00000129596	ENSG00000129596.4	0.232247
REEP5	ENSG00000129625	ENSG00000129625.12	24.2599
ITFG1	ENSG00000129636	ENSG00000129636.12	5.00159
QRICH2	ENSG00000129646	ENSG00000129646.14	0.518654
SEC14L1	ENSG00000129657	ENSG00000129657.14	65.0779
RHBDF2	ENSG00000129667	ENSG00000129667.12	35.3294
AANAT	ENSG00000129673	ENSG00000129673.9	0.341981
ARHGEF6	ENSG00000129675	ENSG00000129675.15	18.2469
MAP7D3	ENSG00000129680	ENSG00000129680.15	0.889129
FGF13	ENSG00000129682	ENSG00000129682.15	0.183149
TTI2	ENSG00000129696	ENSG00000129696.12	3.45595
CHRNA10	ENSG00000129749	ENSG00000129749.3	1.26296
SGO1	ENSG00000129810	ENSG00000129810.14	0.241144
KLF16	ENSG00000129911	ENSG00000129911.8	14.8236
TMEM8A	ENSG00000129925	ENSG00000129925.10	73.1564
DOHH	ENSG00000129932	ENSG00000129932.7	4.08624
MAU2	ENSG00000129933	ENSG00000129933.20	28.2903
SHC2	ENSG00000129946	ENSG00000129946.10	0.274997
PLPPR3	ENSG00000129951	ENSG00000129951.18	0.275803
LBP	ENSG00000129988	ENSG00000129988.5	0.0854383
TNNI3	ENSG00000129991	ENSG00000129991.12	0.545184
CBFA2T3	ENSG00000129993	ENSG00000129993.14	8.5069
GAMT	ENSG00000130005	ENSG00000130005.12	2.35184
PUDP	ENSG00000130021	ENSG00000130021.13	3.83237
ERMARD	ENSG00000130023	ENSG00000130023.15	4.03389
PHF10	ENSG00000130024	ENSG00000130024.14	4.92034
GALNT8	ENSG00000130035	ENSG00000130035.6	0.0689912
CRACR2A	ENSG00000130038	ENSG00000130038.9	1.20654
NXNL2	ENSG00000130045	ENSG00000130045.15	0.071471
STARD8	ENSG00000130052	ENSG00000130052.13	2.15386
SAT1	ENSG00000130066	ENSG00000130066.16	793.059
GNL3L	ENSG00000130119	ENSG00000130119.15	3.4455
SH3BP4	ENSG00000130147	ENSG00000130147.15	0.174899
MOSPD2	ENSG00000130150	ENSG00000130150.11	10.5876
DOCK6	ENSG00000130158	ENSG00000130158.13	0.48789
ECSIT	ENSG00000130159	ENSG00000130159.13	22.1411
LDLR	ENSG00000130164	ENSG00000130164.13	3.75832
TSPAN16	ENSG00000130167	ENSG00000130167.13	0.796721
PRKCSH	ENSG00000130175	ENSG00000130175.9	85.0005
CNN1	ENSG00000130176	ENSG00000130176.7	0.623765
CDC16	ENSG00000130177	ENSG00000130177.14	10.9348
THEM6	ENSG00000130193	ENSG00000130193.7	4.42152
NECTIN2	ENSG00000130202	ENSG00000130202.9	8.77237
GADD45G	ENSG00000130222	ENSG00000130222.10	10.7634
XPO7	ENSG00000130227	ENSG00000130227.16	14.7699
FAM98C	ENSG00000130244	ENSG00000130244.12	13.8237
SAFB2	ENSG00000130254	ENSG00000130254.11	21.8125
RPL36	ENSG00000130255	ENSG00000130255.12	172.106
ATP8B3	ENSG00000130270	ENSG00000130270.16	0.992422
KIF1A	ENSG00000130294	ENSG00000130294.15	0.0646111
GTPBP3	ENSG00000130299	ENSG00000130299.16	2.26918
BST2	ENSG00000130303	ENSG00000130303.12	95.0081
SLC27A1	ENSG00000130304	ENSG00000130304.16	4.33552
NSUN5	ENSG00000130305	ENSG00000130305.16	23.315
USHBP1	ENSG00000130307	ENSG00000130307.11	0.0596249
COLGALT1	ENSG00000130309	ENSG00000130309.10	67.3429
DDA1	ENSG00000130311	ENSG00000130311.10	11.5206
MRPL34	ENSG00000130312	ENSG00000130312.6	13.1589
PGLS	ENSG00000130313	ENSG00000130313.6	104.526
LSM7	ENSG00000130332	ENSG00000130332.14	17.0297
TULP4	ENSG00000130338	ENSG00000130338.12	0.638419
SNX9	ENSG00000130340	ENSG00000130340.15	3.68743
RTN4IP1	ENSG00000130347	ENSG00000130347.12	1.26769
QRSL1	ENSG00000130348	ENSG00000130348.11	1.97154
RSPH3	ENSG00000130363	ENSG00000130363.11	1.20887
MLLT1	ENSG00000130382	ENSG00000130382.8	40.3042
AFDN	ENSG00000130396	ENSG00000130396.20	0.644044
ACTN4	ENSG00000130402	ENSG00000130402.11	78.4236
STK33	ENSG00000130413	ENSG00000130413.15	0.0796963
NDUFA10	ENSG00000130414	ENSG00000130414.11	9.72085
ARPC1B	ENSG00000130429	ENSG00000130429.12	285.504
CACNG6	ENSG00000130433	ENSG00000130433.7	0.161486
ZSWIM6	ENSG00000130449	ENSG00000130449.5	9.68888
FCHO1	ENSG00000130475	ENSG00000130475.14	24.4362
MAP1S	ENSG00000130479	ENSG00000130479.10	16.6346
KLHDC7B	ENSG00000130487	ENSG00000130487.5	1.65875
SCO2	ENSG00000130489	ENSG00000130489.14	18.3483
PXDN	ENSG00000130508	ENSG00000130508.10	0.0935486
SSBP4	ENSG00000130511	ENSG00000130511.15	20.0499
GDF15	ENSG00000130513	ENSG00000130513.6	0.975825
PGPEP1	ENSG00000130517	ENSG00000130517.13	10.02
KIAA1683	ENSG00000130518	ENSG00000130518.16	1.5617
LSM4	ENSG00000130520	ENSG00000130520.10	19.3897
TRPM4	ENSG00000130529	ENSG00000130529.15	0.534446
ZNF557	ENSG00000130544	ENSG00000130544.11	0.883636
CRB3	ENSG00000130545	ENSG00000130545.15	0.227186
OLFM1	ENSG00000130558	ENSG00000130558.19	0.16983
CAMSAP1	ENSG00000130559	ENSG00000130559.18	1.49205
ZBTB46	ENSG00000130584	ENSG00000130584.10	0.550384
HELZ2	ENSG00000130589	ENSG00000130589.16	10.5876
SAMD10	ENSG00000130590	ENSG00000130590.13	2.47615
LSP1	ENSG00000130592	ENSG00000130592.15	320.808
TNNT3	ENSG00000130595	ENSG00000130595.17	3.73709
TNNI2	ENSG00000130598	ENSG00000130598.15	17.6549
COL5A1	ENSG00000130635	ENSG00000130635.15	0.101987
ATXN10	ENSG00000130638	ENSG00000130638.16	8.52551
TUBGCP2	ENSG00000130640	ENSG00000130640.13	22.7872
PNPLA7	ENSG00000130653	ENSG00000130653.15	0.685183
HBZ	ENSG00000130656	ENSG00000130656.4	1.21101
PAK4	ENSG00000130669	ENSG00000130669.17	1.31135
ZNF337	ENSG00000130684	ENSG00000130684.13	1.56911
CEP85	ENSG00000130695	ENSG00000130695.14	2.19954
TAF4	ENSG00000130699	ENSG00000130699.18	1.86458
LAMA5	ENSG00000130702	ENSG00000130702.15	0.497365
OSBPL2	ENSG00000130703	ENSG00000130703.15	20.3032
ASS1	ENSG00000130707	ENSG00000130707.17	0.629563
EXOSC2	ENSG00000130713	ENSG00000130713.15	3.28243
POMT1	ENSG00000130714	ENSG00000130714.15	3.7818
UCK1	ENSG00000130717	ENSG00000130717.12	13.8606
PRRC2B	ENSG00000130723	ENSG00000130723.18	10.2856
UBE2M	ENSG00000130725	ENSG00000130725.7	71.5783
TRIM28	ENSG00000130726	ENSG00000130726.11	61.7468
METTL26	ENSG00000130731	ENSG00000130731.15	24.2626
YIPF2	ENSG00000130733	ENSG00000130733.10	10.4845
ATG4D	ENSG00000130734	ENSG00000130734.9	21.8982
EIF2S3	ENSG00000130741	ENSG00000130741.10	47.4341
ZC3H4	ENSG00000130749	ENSG00000130749.9	4.88459
NPAS1	ENSG00000130751	ENSG00000130751.9	0.0751243
GMFG	ENSG00000130755	ENSG00000130755.12	274.502
MAP3K10	ENSG00000130758	ENSG00000130758.7	5.36678
LRRC47	ENSG00000130764	ENSG00000130764.9	6.81868
SESN2	ENSG00000130766	ENSG00000130766.4	16.2225
SMPDL3B	ENSG00000130768	ENSG00000130768.14	0.760947
ATPIF1	ENSG00000130770	ENSG00000130770.17	22.6646
MED18	ENSG00000130772	ENSG00000130772.13	6.84364
THEMIS2	ENSG00000130775	ENSG00000130775.15	191.516
CLIP1	ENSG00000130779	ENSG00000130779.19	8.14077
CCDC62	ENSG00000130783	ENSG00000130783.13	0.140783
HIP1R	ENSG00000130787	ENSG00000130787.13	8.25345
ZNF317	ENSG00000130803	ENSG00000130803.14	6.59621
PPAN	ENSG00000130810	ENSG00000130810.19	11.0419
EIF3G	ENSG00000130811	ENSG00000130811.11	138.844
ANGPTL6	ENSG00000130812	ENSG00000130812.10	0.749771
C19orf66	ENSG00000130813	ENSG00000130813.17	23.4858
DNMT1	ENSG00000130816	ENSG00000130816.14	6.56752
PLXNA3	ENSG00000130827	ENSG00000130827.6	2.02905
MPP1	ENSG00000130830	ENSG00000130830.14	184.832
ZNF331	ENSG00000130844	ENSG00000130844.16	1.67418
ZNF236	ENSG00000130856	ENSG00000130856.15	0.692589
SLC7A10	ENSG00000130876	ENSG00000130876.11	0.0775533
LRP3	ENSG00000130881	ENSG00000130881.13	4.82252
C12orf65	ENSG00000130921	ENSG00000130921.7	1.25321
UBE4B	ENSG00000130939	ENSG00000130939.18	8.58023
CASZ1	ENSG00000130940	ENSG00000130940.14	1.29182
HSD17B3	ENSG00000130948	ENSG00000130948.9	0.163972
HABP4	ENSG00000130956	ENSG00000130956.13	1.99497
SLC35D2	ENSG00000130958	ENSG00000130958.11	8.36147
PRRG1	ENSG00000130962	ENSG00000130962.17	0.0485769
POLN	ENSG00000130997	ENSG00000130997.16	0.126704
PPIL4	ENSG00000131013	ENSG00000131013.3	4.89529
ULBP2	ENSG00000131015	ENSG00000131015.4	0.133124
AKAP12	ENSG00000131016	ENSG00000131016.16	0.211608
SYNE1	ENSG00000131018	ENSG00000131018.22	4.0095
LATS1	ENSG00000131023	ENSG00000131023.12	1.87685
EPS8L1	ENSG00000131037	ENSG00000131037.14	0.673987
LILRB2	ENSG00000131042	ENSG00000131042.14	157.675
AAR2	ENSG00000131043	ENSG00000131043.11	7.75692
RBM39	ENSG00000131051	ENSG00000131051.22	55.6827
ZNF341	ENSG00000131061	ENSG00000131061.13	5.07556
GGT7	ENSG00000131067	ENSG00000131067.16	4.52801
ACSS2	ENSG00000131069	ENSG00000131069.19	14.4437
ARHGEF9	ENSG00000131089	ENSG00000131089.15	0.748577
ATP6V1E1	ENSG00000131100	ENSG00000131100.12	87.3124
ZNF227	ENSG00000131115	ENSG00000131115.15	1.7778
COX4I1	ENSG00000131143	ENSG00000131143.8	95.2097
EMC8	ENSG00000131148	ENSG00000131148.8	9.34116
GSE1	ENSG00000131149	ENSG00000131149.18	2.16054
GINS2	ENSG00000131153	ENSG00000131153.8	0.712473
CHMP1A	ENSG00000131165	ENSG00000131165.14	69.9762
SH3BGRL	ENSG00000131171	ENSG00000131171.12	87.6781
NFATC1	ENSG00000131196	ENSG00000131196.17	4.35303
IDO1	ENSG00000131203	ENSG00000131203.12	0.375926
CAP1	ENSG00000131236	ENSG00000131236.16	496.38
PPT1	ENSG00000131238	ENSG00000131238.16	123.997
RAB11FIP4	ENSG00000131242	ENSG00000131242.17	12.1522
RLIM	ENSG00000131263	ENSG00000131263.12	9.66045
ABCB7	ENSG00000131269	ENSG00000131269.15	5.25629
TRAF3	ENSG00000131323	ENSG00000131323.14	3.02268
HAUS8	ENSG00000131351	ENSG00000131351.14	2.03315
ADGRE3	ENSG00000131355	ENSG00000131355.14	24.1627
MRPS25	ENSG00000131368	ENSG00000131368.7	5.49944
SH3BP5	ENSG00000131370	ENSG00000131370.15	8.69528
HACL1	ENSG00000131373	ENSG00000131373.14	5.8714
TBC1D5	ENSG00000131374	ENSG00000131374.14	4.45942
RFTN1	ENSG00000131378	ENSG00000131378.13	6.84426
C3orf20	ENSG00000131379	ENSG00000131379.9	0.06162
RBSN	ENSG00000131381	ENSG00000131381.12	4.26182
GALNT15	ENSG00000131386	ENSG00000131386.17	0.116929
SLC6A6	ENSG00000131389	ENSG00000131389.16	96.0388
KCNC3	ENSG00000131398	ENSG00000131398.13	0.963974
NAPSA	ENSG00000131400	ENSG00000131400.7	0.664004
NAPSB	ENSG00000131401	ENSG00000131401.11	31.3759
NR1H2	ENSG00000131408	ENSG00000131408.13	64.7281
LRRC4B	ENSG00000131409	ENSG00000131409.12	0.126883
PDLIM4	ENSG00000131435	ENSG00000131435.12	0.153423
KIF3A	ENSG00000131437	ENSG00000131437.15	0.310246
MGAT1	ENSG00000131446	ENSG00000131446.16	57.1022
GFPT2	ENSG00000131459	ENSG00000131459.12	0.200283
RPL27	ENSG00000131469	ENSG00000131469.12	209.65
ACLY	ENSG00000131473	ENSG00000131473.16	17.3627
VPS25	ENSG00000131475	ENSG00000131475.6	26.5573
AOC2	ENSG00000131480	ENSG00000131480.8	3.59456
NDUFA2	ENSG00000131495	ENSG00000131495.8	25.2147
ANKHD1	ENSG00000131503	ENSG00000131503.20	20.5183
DIAPH1	ENSG00000131504	ENSG00000131504.15	59.7838
NDFIP1	ENSG00000131507	ENSG00000131507.10	20.838
EXOC4	ENSG00000131558	ENSG00000131558.14	4.99759
C1orf159	ENSG00000131591	ENSG00000131591.17	2.62856
PPFIA1	ENSG00000131626	ENSG00000131626.16	6.39401
TMEM204	ENSG00000131634	ENSG00000131634.13	5.22181
KREMEN2	ENSG00000131650	ENSG00000131650.13	0.128664
TRAF7	ENSG00000131653	ENSG00000131653.12	24.9209
NINJ1	ENSG00000131669	ENSG00000131669.9	187.466
CA6	ENSG00000131686	ENSG00000131686.14	0.0841131
NPHP4	ENSG00000131697	ENSG00000131697.17	1.77939
MAP1B	ENSG00000131711	ENSG00000131711.14	0.10308
IL13RA1	ENSG00000131724	ENSG00000131724.10	33.4107
WDR44	ENSG00000131725	ENSG00000131725.13	3.00546
CKMT2	ENSG00000131730	ENSG00000131730.15	0.159145
TOP2A	ENSG00000131747	ENSG00000131747.14	1.10544
STARD3	ENSG00000131748	ENSG00000131748.15	49.4959
RARA	ENSG00000131759	ENSG00000131759.17	83.7976
PPP1R1B	ENSG00000131771	ENSG00000131771.13	0.252309
KHDRBS3	ENSG00000131773	ENSG00000131773.13	0.131656
CHD1L	ENSG00000131778	ENSG00000131778.18	9.52812
FMO5	ENSG00000131781	ENSG00000131781.12	0.460216
PIAS3	ENSG00000131788	ENSG00000131788.15	7.19885
PRKAB2	ENSG00000131791	ENSG00000131791.7	2.1702
CLUHP3	ENSG00000131797	ENSG00000131797.12	2.85566
PDHA1	ENSG00000131828	ENSG00000131828.13	9.21788
RAI2	ENSG00000131831	ENSG00000131831.17	0.553331
MCCC2	ENSG00000131844	ENSG00000131844.15	2.81378
ZNF304	ENSG00000131845	ENSG00000131845.14	0.806482
ZSCAN5A	ENSG00000131848	ENSG00000131848.9	0.252688
ZNF132	ENSG00000131849	ENSG00000131849.11	0.344811
SELENOS	ENSG00000131871	ENSG00000131871.14	8.1808
CHSY1	ENSG00000131873	ENSG00000131873.5	11.6907
LLGL1	ENSG00000131899	ENSG00000131899.10	3.77307
RHPN2	ENSG00000131941	ENSG00000131941.7	0.081309
C19orf12	ENSG00000131943	ENSG00000131943.17	2.55981
FAAP24	ENSG00000131944	ENSG00000131944.9	0.919869
ACTR10	ENSG00000131966	ENSG00000131966.13	15.2045
ABHD12B	ENSG00000131969	ENSG00000131969.14	0.365202
GCH1	ENSG00000131979	ENSG00000131979.18	11.007
ZSWIM4	ENSG00000132003	ENSG00000132003.9	1.78008
FBXW9	ENSG00000132004	ENSG00000132004.12	1.66887
RFX1	ENSG00000132005	ENSG00000132005.8	8.83274
ZNF20	ENSG00000132010	ENSG00000132010.15	1.27085
C19orf57	ENSG00000132016	ENSG00000132016.11	0.141894
DCAF15	ENSG00000132017	ENSG00000132017.10	32.1609
CC2D1A	ENSG00000132024	ENSG00000132024.17	15.2321
SPATA6	ENSG00000132122	ENSG00000132122.11	0.894773
LRRC41	ENSG00000132128	ENSG00000132128.16	6.83214
CCT6B	ENSG00000132141	ENSG00000132141.13	0.343524
DHX30	ENSG00000132153	ENSG00000132153.14	8.68881
RAF1	ENSG00000132155	ENSG00000132155.11	131.141
PPARG	ENSG00000132170	ENSG00000132170.19	1.7768
NUP210	ENSG00000132182	ENSG00000132182.11	16.8155
FCRLA	ENSG00000132185	ENSG00000132185.16	2.7002
HSD17B7	ENSG00000132196	ENSG00000132196.13	3.17578
ENOSF1	ENSG00000132199	ENSG00000132199.18	1.37564
EMILIN2	ENSG00000132205	ENSG00000132205.10	30.5886
ARFIP2	ENSG00000132254	ENSG00000132254.12	8.56108
TRIM5	ENSG00000132256	ENSG00000132256.18	6.61966
CNGA4	ENSG00000132259	ENSG00000132259.12	0.582469
TRIM22	ENSG00000132274	ENSG00000132274.15	77.3079
RRP8	ENSG00000132275	ENSG00000132275.10	3.12792
TIMM10B	ENSG00000132286	ENSG00000132286.11	7.24935
EFR3A	ENSG00000132294	ENSG00000132294.14	5.15206
PTCD3	ENSG00000132300	ENSG00000132300.18	3.35177
IMMT	ENSG00000132305	ENSG00000132305.20	19.3146
MRPL35	ENSG00000132313	ENSG00000132313.14	2.48831
ILKAP	ENSG00000132323	ENSG00000132323.8	12.9729
RAMP1	ENSG00000132329	ENSG00000132329.10	2.08368
SCLY	ENSG00000132330	ENSG00000132330.16	2.25972
PTPRE	ENSG00000132334	ENSG00000132334.16	36.9286
PRKAA1	ENSG00000132356	ENSG00000132356.11	11.048
RAP1GAP2	ENSG00000132359	ENSG00000132359.14	24.9046
CLUH	ENSG00000132361	ENSG00000132361.16	5.76647
INPP5K	ENSG00000132376	ENSG00000132376.19	35.3861
MYBBP1A	ENSG00000132382	ENSG00000132382.14	5.4716
RPA1	ENSG00000132383	ENSG00000132383.11	8.33428
SERPINF1	ENSG00000132386	ENSG00000132386.10	2.59675
UBE2G1	ENSG00000132388	ENSG00000132388.12	11.9023
EEFSEC	ENSG00000132394	ENSG00000132394.10	8.57639
TBC1D14	ENSG00000132405	ENSG00000132405.18	12.5061
TMEM128	ENSG00000132406	ENSG00000132406.11	3.2186
PNISR	ENSG00000132424	ENSG00000132424.14	11.1609
LANCL2	ENSG00000132434	ENSG00000132434.9	1.56761
FIGNL1	ENSG00000132436	ENSG00000132436.11	0.323214
JCHAIN	ENSG00000132465	ENSG00000132465.10	18.767
ANKRD17	ENSG00000132466	ENSG00000132466.18	4.18999
ITGB4	ENSG00000132470	ENSG00000132470.13	0.674896
WBP2	ENSG00000132471	ENSG00000132471.11	240.801
H3F3B	ENSG00000132475	ENSG00000132475.10	565.34
UNK	ENSG00000132478	ENSG00000132478.9	4.74258
TRIM47	ENSG00000132481	ENSG00000132481.6	1.3065
ZRANB2	ENSG00000132485	ENSG00000132485.13	9.00632
EIF5A	ENSG00000132507	ENSG00000132507.17	93.7862
KDM6B	ENSG00000132510	ENSG00000132510.10	64.3633
CLEC10A	ENSG00000132514	ENSG00000132514.13	6.58553
GUCY2D	ENSG00000132518	ENSG00000132518.6	0.0915058
GPS2	ENSG00000132522	ENSG00000132522.15	69.0476
XAF1	ENSG00000132530	ENSG00000132530.16	1.69487
DLG4	ENSG00000132535	ENSG00000132535.18	4.91702
RIDA	ENSG00000132541	ENSG00000132541.10	1.12987
VPS13B	ENSG00000132549	ENSG00000132549.18	3.33827
MATN2	ENSG00000132561	ENSG00000132561.13	0.170344
PCBD2	ENSG00000132570	ENSG00000132570.14	0.50032
FLOT2	ENSG00000132589	ENSG00000132589.15	403.633
ERAL1	ENSG00000132591	ENSG00000132591.11	13.4016
PRMT7	ENSG00000132600	ENSG00000132600.16	2.92662
TERF2	ENSG00000132604	ENSG00000132604.10	4.64809
MTSS1L	ENSG00000132613	ENSG00000132613.14	0.433554
HSPA12B	ENSG00000132622	ENSG00000132622.10	0.185733
ANKEF1	ENSG00000132623	ENSG00000132623.15	0.162542
PCED1A	ENSG00000132635	ENSG00000132635.16	17.6535
SNAP25	ENSG00000132639	ENSG00000132639.12	0.149057
BTBD3	ENSG00000132640	ENSG00000132640.14	0.52038
PCNA	ENSG00000132646	ENSG00000132646.10	21.22
NXT1	ENSG00000132661	ENSG00000132661.3	11.814
RIN2	ENSG00000132669	ENSG00000132669.12	1.86264
PTPRA	ENSG00000132670	ENSG00000132670.20	19.7034
DAP3	ENSG00000132676	ENSG00000132676.15	19.0224
ATP1A4	ENSG00000132681	ENSG00000132681.16	0.0491981
ARHGEF11	ENSG00000132694	ENSG00000132694.18	12.8348
FCRL2	ENSG00000132704	ENSG00000132704.15	2.42226
DCAF8	ENSG00000132716	ENSG00000132716.18	28.2266
SYT11	ENSG00000132718	ENSG00000132718.8	5.3058
IGHMBP2	ENSG00000132740	ENSG00000132740.8	8.11699
ACY3	ENSG00000132744	ENSG00000132744.7	0.388308
ALDH3B2	ENSG00000132746	ENSG00000132746.14	0.0467867
TESMIN	ENSG00000132749	ENSG00000132749.10	1.59016
NASP	ENSG00000132780	ENSG00000132780.16	11.0638
MUTYH	ENSG00000132781	ENSG00000132781.17	4.08812
CTNNBL1	ENSG00000132792	ENSG00000132792.18	11.7635
ZSWIM3	ENSG00000132801	ENSG00000132801.6	1.43148
RBM38	ENSG00000132819	ENSG00000132819.16	204.718
VSTM2L	ENSG00000132821	ENSG00000132821.11	0.121464
OSER1	ENSG00000132823	ENSG00000132823.10	84.0814
SERINC3	ENSG00000132824	ENSG00000132824.13	48.5325
AP3B1	ENSG00000132842	ENSG00000132842.13	9.09468
ZBED3	ENSG00000132846	ENSG00000132846.5	0.329203
PATJ	ENSG00000132849	ENSG00000132849.19	0.598844
FBXO44	ENSG00000132879	ENSG00000132879.13	8.70029
RSG1	ENSG00000132881	ENSG00000132881.11	0.850722
CASP9	ENSG00000132906	ENSG00000132906.17	5.50825
DCTN4	ENSG00000132912	ENSG00000132912.12	10.4907
ZMYM5	ENSG00000132950	ENSG00000132950.18	3.88179
USPL1	ENSG00000132952	ENSG00000132952.11	4.21935
XPO4	ENSG00000132953	ENSG00000132953.16	0.948069
POMP	ENSG00000132963	ENSG00000132963.7	42.647
ALOX5AP	ENSG00000132965	ENSG00000132965.9	673.54
WASF3	ENSG00000132970	ENSG00000132970.12	0.141059
MYH10	ENSG00000133026	ENSG00000133026.12	0.671439
PEMT	ENSG00000133027	ENSG00000133027.17	4.57015
SCO1	ENSG00000133028	ENSG00000133028.10	1.83478
MPRIP	ENSG00000133030	ENSG00000133030.20	4.21223
CHI3L1	ENSG00000133048	ENSG00000133048.12	53.2912
MYBPH	ENSG00000133055	ENSG00000133055.8	0.865218
PIK3C2B	ENSG00000133056	ENSG00000133056.13	1.12482
DSTYK	ENSG00000133059	ENSG00000133059.16	2.38728
CHIT1	ENSG00000133063	ENSG00000133063.15	3.52686
SLC41A1	ENSG00000133065	ENSG00000133065.10	2.00045
LGR6	ENSG00000133067	ENSG00000133067.17	2.18454
TMCC2	ENSG00000133069	ENSG00000133069.15	19.4416
CCNA1	ENSG00000133101	ENSG00000133101.9	1.29894
COG6	ENSG00000133103	ENSG00000133103.16	0.689435
SPG20	ENSG00000133104	ENSG00000133104.12	5.51652
RXFP2	ENSG00000133105	ENSG00000133105.7	0.0497954
EPSTI1	ENSG00000133106	ENSG00000133106.14	4.48944
GPALPP1	ENSG00000133114	ENSG00000133114.17	0.721448
KL	ENSG00000133116	ENSG00000133116.7	0.162401
RFC3	ENSG00000133119	ENSG00000133119.12	0.965927
STARD13	ENSG00000133121	ENSG00000133121.20	0.138692
MORC4	ENSG00000133131	ENSG00000133131.14	0.441494
BEX2	ENSG00000133134	ENSG00000133134.11	2.24536
TBC1D8B	ENSG00000133138	ENSG00000133138.19	0.062736
TCEAL4	ENSG00000133142	ENSG00000133142.17	3.417
BEX1	ENSG00000133169	ENSG00000133169.5	1.64861
FAM104A	ENSG00000133193	ENSG00000133193.12	16.0346
SLC39A11	ENSG00000133195	ENSG00000133195.11	2.48997
EPHB2	ENSG00000133216	ENSG00000133216.16	0.186912
SRRM1	ENSG00000133226	ENSG00000133226.16	13.7147
BTBD2	ENSG00000133243	ENSG00000133243.8	25.2426
PRAM1	ENSG00000133246	ENSG00000133246.11	71.2301
KMT5C	ENSG00000133247	ENSG00000133247.13	4.658
ZNF414	ENSG00000133250	ENSG00000133250.13	6.59939
PDE6B	ENSG00000133256	ENSG00000133256.12	1.04391
HSPBP1	ENSG00000133265	ENSG00000133265.10	7.93534
CSNK1G2	ENSG00000133275	ENSG00000133275.15	74.049
SLF1	ENSG00000133302	ENSG00000133302.12	1.67691
CNDP2	ENSG00000133313	ENSG00000133313.14	12.9459
MACROD1	ENSG00000133315	ENSG00000133315.10	1.11288
WDR74	ENSG00000133316	ENSG00000133316.15	8.20858
LGALS12	ENSG00000133317	ENSG00000133317.14	6.86832
RTN3	ENSG00000133318	ENSG00000133318.13	145.012
MYH11	ENSG00000133392	ENSG00000133392.17	1.60155
FOPNL	ENSG00000133393	ENSG00000133393.12	3.54768
MED10	ENSG00000133398	ENSG00000133398.3	10.4985
PDZD2	ENSG00000133401	ENSG00000133401.15	0.0807409
MORC2	ENSG00000133422	ENSG00000133422.12	4.87733
LARGE1	ENSG00000133424	ENSG00000133424.20	0.200438
MYO18B	ENSG00000133454	ENSG00000133454.15	0.0399236
SLC2A11	ENSG00000133460	ENSG00000133460.19	1.17316
C1QTNF6	ENSG00000133466	ENSG00000133466.13	2.04343
FAM83F	ENSG00000133477	ENSG00000133477.16	0.0653977
SEC14L4	ENSG00000133488	ENSG00000133488.14	0.397364
GIMAP6	ENSG00000133561	ENSG00000133561.15	21.7545
GIMAP4	ENSG00000133574	ENSG00000133574.9	78.8508
ADCK2	ENSG00000133597	ENSG00000133597.10	6.70189
AGAP3	ENSG00000133612	ENSG00000133612.18	4.81936
ZNF767P	ENSG00000133624	ENSG00000133624.13	8.76428
ACTR3B	ENSG00000133627	ENSG00000133627.17	1.79699
BTG1	ENSG00000133639	ENSG00000133639.4	143.352
ATP13A3	ENSG00000133657	ENSG00000133657.14	5.61855
SFTPD	ENSG00000133661	ENSG00000133661.15	0.389518
TMEM254	ENSG00000133678	ENSG00000133678.13	3.22561
TMTC1	ENSG00000133687	ENSG00000133687.15	0.851265
KRAS	ENSG00000133703	ENSG00000133703.11	9.08815
IPO8	ENSG00000133704	ENSG00000133704.9	4.45615
LARS	ENSG00000133706	ENSG00000133706.17	8.3627
SPINK5	ENSG00000133710	ENSG00000133710.15	0.0902705
IMPA1	ENSG00000133731	ENSG00000133731.9	2.74968
LRRCC1	ENSG00000133739	ENSG00000133739.15	0.155056
E2F5	ENSG00000133740	ENSG00000133740.10	0.853704
CA1	ENSG00000133742	ENSG00000133742.13	40.0117
CCDC59	ENSG00000133773	ENSG00000133773.11	5.81097
SWAP70	ENSG00000133789	ENSG00000133789.14	5.94751
ARNTL	ENSG00000133794	ENSG00000133794.17	14.8675
LYVE1	ENSG00000133800	ENSG00000133800.8	1.86248
AMPD3	ENSG00000133805	ENSG00000133805.15	11.3019
MICALCL	ENSG00000133808	ENSG00000133808.4	1.66692
SBF2	ENSG00000133812	ENSG00000133812.15	4.45672
MICAL2	ENSG00000133816	ENSG00000133816.13	12.6514
RRAS2	ENSG00000133818	ENSG00000133818.13	1.47963
HSD17B4	ENSG00000133835	ENSG00000133835.14	16.8112
ZFC3H1	ENSG00000133858	ENSG00000133858.15	7.16613
